sector,item,quarter,Balances
Households,Inter-company loans,1996K3,0
Households,Inter-company loans,1996K4,0
Households,Inter-company loans,1997K1,0
Households,Inter-company loans,1997K2,0
Households,Inter-company loans,1997K3,0
Households,Inter-company loans,1997K4,0
Households,Inter-company loans,1998K1,0
Households,Inter-company loans,1998K2,0
Households,Inter-company loans,1998K3,0
Households,Inter-company loans,1998K4,0
Households,Inter-company loans,1999K1,0
Households,Inter-company loans,1999K2,0
Households,Inter-company loans,1999K3,0
Households,Inter-company loans,1999K4,0
Households,Inter-company loans,2000K1,0
Households,Inter-company loans,2000K2,0
Households,Inter-company loans,2000K3,0
Households,Inter-company loans,2000K4,0
Households,Inter-company loans,2001K1,0
Households,Inter-company loans,2001K2,0
Households,Inter-company loans,2001K3,0
Households,Inter-company loans,2001K4,0
Households,Inter-company loans,2002K1,0
Households,Inter-company loans,2002K2,0
Households,Inter-company loans,2002K3,0
Households,Inter-company loans,2002K4,0
Households,Inter-company loans,2003K1,0
Households,Inter-company loans,2003K2,0
Households,Inter-company loans,2003K3,0
Households,Inter-company loans,2003K4,0
Households,Inter-company loans,2004K1,0
Households,Inter-company loans,2004K2,0
Households,Inter-company loans,2004K3,0
Households,Inter-company loans,2004K4,0
Households,Inter-company loans,2005K1,0
Households,Inter-company loans,2005K2,0
Households,Inter-company loans,2005K3,0
Households,Inter-company loans,2005K4,0
Households,Inter-company loans,2006K1,0
Households,Inter-company loans,2006K2,0
Households,Inter-company loans,2006K3,0
Households,Inter-company loans,2006K4,0
Households,Inter-company loans,2007K1,0
Households,Inter-company loans,2007K2,0
Households,Inter-company loans,2007K3,0
Households,Inter-company loans,2007K4,0
Households,Inter-company loans,2008K1,0
Households,Inter-company loans,2008K2,0
Households,Inter-company loans,2008K3,0
Households,Inter-company loans,2008K4,0
Households,Inter-company loans,2009K1,0
Households,Inter-company loans,2009K2,0
Households,Inter-company loans,2009K3,0
Households,Inter-company loans,2009K4,0
Households,Inter-company loans,2010K1,0
Households,Inter-company loans,2010K2,0
Households,Inter-company loans,2010K3,0
Households,Inter-company loans,2010K4,0
Households,Inter-company loans,2011K1,0
Households,Inter-company loans,2011K2,0
Households,Inter-company loans,2011K3,0
Households,Inter-company loans,2011K4,0
Households,Inter-company loans,2012K1,0
Households,Inter-company loans,2012K2,0
Households,Inter-company loans,2012K3,0
Households,Inter-company loans,2012K4,0
Households,Inter-company loans,2013K1,0
Households,Inter-company loans,2013K2,0
Households,Inter-company loans,2013K3,0
Households,Inter-company loans,2013K4,0
Households,Inter-company loans,2014K1,0
Households,Inter-company loans,2014K2,0
Households,Inter-company loans,2014K3,0
Households,Inter-company loans,2014K4,0
Households,Inter-company loans,2015K1,0
Households,Inter-company loans,2015K2,0
Households,Inter-company loans,2015K3,0
Households,Inter-company loans,2015K4,0
Households,Inter-company loans,2016K1,0
Households,Inter-company loans,2016K2,0
Households,Inter-company loans,2016K3,0
Households,Inter-company loans,2016K4,0
Households,Inter-company loans,2017K1,0
Households,Inter-company loans,2017K2,0
Households,Inter-company loans,2017K3,0
Households,Inter-company loans,2017K4,0
Households,Inter-company loans,2018K1,0
Households,Inter-company loans,2018K2,0
Households,Inter-company loans,2018K3,0
Households,Inter-company loans,2018K4,0
Households,Inter-company loans,2019K1,0
Households,Inter-company loans,2019K2,0
Households,Inter-company loans,2019K3,0
Households,Inter-company loans,2019K4,0
Households,Inter-company loans,2020K1,0
Households,Inter-company loans,2020K2,0
Households,Inter-company loans,2020K3,0
Households,Inter-company loans,2020K4,0
Households,Inter-company loans,2021K1,0
Households,Inter-company loans,2021K2,0
Households,Inter-company loans,2021K3,0
Households,Inter-company loans,2021K4,0
Households,Inter-company loans,2022K1,0
Households,Inter-company loans,2022K2,0
Households,Inter-company loans,2022K3,0
Households,Inter-company loans,2022K4,0
Households,Inter-company loans,2023K1,0
Households,Inter-company loans,2023K2,0
Households,Inter-company loans,2023K3,0
Households,Inter-company loans,2023K4,0
Households,Inter-company loans,2024K1,0
Households,Inter-company loans,2024K2,0
Households,Inter-company loans,2024K3,0
Households,Inter-company loans,2024K4,0
Households,Inter-company loans,2025K1,0
Households,Inter-company loans,2025K2,0
Households,Inter-company loans,2025K3,0
Households,Inter-company loans,2025K4,0
Households,Inter-company loans,2026K1,0
Households,Equity,1996K1,0
Households,Equity,1996K2,0
Households,Equity,1996K3,0
Households,Equity,1996K4,0
Households,Equity,1997K1,0
Households,Equity,1997K2,0
Households,Equity,1997K3,0
Households,Equity,1997K4,0
Households,Equity,1998K1,0
Households,Equity,1998K2,0
Households,Equity,1998K3,0
Households,Equity,1998K4,0
Households,Equity,1999K1,0
Households,Equity,1999K2,0
Households,Equity,1999K3,0
Households,Equity,1999K4,0
Households,Equity,2000K1,0
Households,Equity,2000K2,0
Households,Equity,2000K3,0
Households,Equity,2000K4,0
Households,Equity,2001K1,0
Households,Equity,2001K2,0
Households,Equity,2001K3,0
Households,Equity,2001K4,0
Households,Equity,2002K1,0
Households,Equity,2002K2,0
Households,Equity,2002K3,0
Households,Equity,2002K4,0
Households,Equity,2003K1,0
Households,Equity,2003K2,0
Households,Equity,2003K3,0
Households,Equity,2003K4,0
Households,Equity,2004K1,0
Households,Equity,2004K2,0
Households,Equity,2004K3,0
Households,Equity,2004K4,0
Households,Equity,2005K1,0
Households,Equity,2005K2,0
Households,Equity,2005K3,0
Households,Equity,2005K4,0
Households,Equity,2006K1,0
Households,Equity,2006K2,0
Households,Equity,2006K3,0
Households,Equity,2006K4,0
Households,Equity,2007K1,0
Households,Equity,2007K2,0
Households,Equity,2007K3,0
Households,Equity,2007K4,0
Households,Equity,2008K1,0
Households,Equity,2008K2,0
Households,Equity,2008K3,0
Households,Equity,2008K4,0
Households,Equity,2009K1,0
Households,Equity,2009K2,0
Households,Equity,2009K3,0
Households,Equity,2009K4,0
Households,Equity,2010K1,0
Households,Equity,2010K2,0
Households,Equity,2010K3,0
Households,Equity,2010K4,0
Households,Equity,2011K1,0
Households,Equity,2011K2,0
Households,Equity,2011K3,0
Households,Equity,2011K4,0
Households,Equity,2012K1,0
Households,Equity,2012K2,0
Households,Equity,2012K3,0
Households,Equity,2012K4,0
Households,Equity,2013K1,0
Households,Equity,2013K2,0
Households,Equity,2013K3,0
Households,Equity,2013K4,0
Households,Equity,2014K1,0
Households,Equity,2014K2,0
Households,Equity,2014K3,0
Households,Equity,2014K4,0
Households,Equity,2015K1,0
Households,Equity,2015K2,0
Households,Equity,2015K3,0
Households,Equity,2015K4,0
Households,Equity,2016K1,0
Households,Equity,2016K2,0
Households,Equity,2016K3,0
Households,Equity,2016K4,0
Households,Equity,2017K1,0
Households,Equity,2017K2,0
Households,Equity,2017K3,0
Households,Equity,2017K4,0
Households,Equity,2018K1,0
Households,Equity,2018K2,0
Households,Equity,2018K3,0
Households,Equity,2018K4,0
Households,Equity,2019K1,0
Households,Equity,2019K2,0
Households,Equity,2019K3,0
Households,Equity,2019K4,0
Households,Equity,2020K1,0
Households,Equity,2020K2,0
Households,Equity,2020K3,0
Households,Equity,2020K4,0
Households,Equity,2021K1,0
Households,Equity,2021K2,0
Households,Equity,2021K3,0
Households,Equity,2021K4,0
Households,Equity,2022K1,0
Households,Equity,2022K2,0
Households,Equity,2022K3,0
Households,Equity,2022K4,0
Households,Equity,2023K1,0
Households,Equity,2023K2,0
Households,Equity,2023K3,0
Households,Equity,2023K4,0
Households,Equity,2024K1,0
Households,Equity,2024K2,0
Households,Equity,2024K3,0
Households,Equity,2024K4,0
Households,Equity,2025K1,0
Households,Equity,2025K2,0
Households,Equity,2025K3,0
Households,Equity,2025K4,0
Households,Equity,2026K1,0
Households,Listed shares,1996K1,0
Households,Listed shares,1996K2,0
Households,Listed shares,1996K3,0
Households,Listed shares,1996K4,0
Households,Listed shares,1997K1,0
Households,Listed shares,1997K2,0
Households,Listed shares,1997K3,0
Households,Listed shares,1997K4,0
Households,Listed shares,1998K1,0
Households,Listed shares,1998K2,0
Households,Listed shares,1998K3,0
Households,Listed shares,1998K4,0
Households,Listed shares,1999K1,0
Households,Listed shares,1999K2,0
Households,Listed shares,1999K3,0
Households,Listed shares,1999K4,0
Households,Listed shares,2000K1,0
Households,Listed shares,2000K2,0
Households,Listed shares,2000K3,0
Households,Listed shares,2000K4,0
Households,Listed shares,2001K1,0
Households,Listed shares,2001K2,0
Households,Listed shares,2001K3,0
Households,Listed shares,2001K4,0
Households,Listed shares,2002K1,0
Households,Listed shares,2002K2,0
Households,Listed shares,2002K3,0
Households,Listed shares,2002K4,0
Households,Listed shares,2003K1,0
Households,Listed shares,2003K2,0
Households,Listed shares,2003K3,0
Households,Listed shares,2003K4,0
Households,Listed shares,2004K1,0
Households,Listed shares,2004K2,0
Households,Listed shares,2004K3,0
Households,Listed shares,2004K4,0
Households,Listed shares,2005K1,0
Households,Listed shares,2005K2,0
Households,Listed shares,2005K3,0
Households,Listed shares,2005K4,0
Households,Listed shares,2006K1,0
Households,Listed shares,2006K2,0
Households,Listed shares,2006K3,0
Households,Listed shares,2006K4,0
Households,Listed shares,2007K1,0
Households,Listed shares,2007K2,0
Households,Listed shares,2007K3,0
Households,Listed shares,2007K4,0
Households,Listed shares,2008K1,0
Households,Listed shares,2008K2,0
Households,Listed shares,2008K3,0
Households,Listed shares,2008K4,0
Households,Listed shares,2009K1,0
Households,Listed shares,2009K2,0
Households,Listed shares,2009K3,0
Households,Listed shares,2009K4,0
Households,Listed shares,2010K1,0
Households,Listed shares,2010K2,0
Households,Listed shares,2010K3,0
Households,Listed shares,2010K4,0
Households,Listed shares,2011K1,0
Households,Listed shares,2011K2,0
Households,Listed shares,2011K3,0
Households,Listed shares,2011K4,0
Households,Listed shares,2012K1,0
Households,Listed shares,2012K2,0
Households,Listed shares,2012K3,0
Households,Listed shares,2012K4,0
Households,Listed shares,2013K1,0
Households,Listed shares,2013K2,0
Households,Listed shares,2013K3,0
Households,Listed shares,2013K4,0
Households,Listed shares,2014K1,0
Households,Listed shares,2014K2,0
Households,Listed shares,2014K3,0
Households,Listed shares,2014K4,0
Households,Listed shares,2015K1,0
Households,Listed shares,2015K2,0
Households,Listed shares,2015K3,0
Households,Listed shares,2015K4,0
Households,Listed shares,2016K1,0
Households,Listed shares,2016K2,0
Households,Listed shares,2016K3,0
Households,Listed shares,2016K4,0
Households,Listed shares,2017K1,0
Households,Listed shares,2017K2,0
Households,Listed shares,2017K3,0
Households,Listed shares,2017K4,0
Households,Listed shares,2018K1,0
Households,Listed shares,2018K2,0
Households,Listed shares,2018K3,0
Households,Listed shares,2018K4,0
Households,Listed shares,2019K1,0
Households,Listed shares,2019K2,0
Households,Listed shares,2019K3,0
Households,Listed shares,2019K4,0
Households,Listed shares,2020K1,0
Households,Listed shares,2020K2,0
Households,Listed shares,2020K3,0
Households,Listed shares,2020K4,0
Households,Listed shares,2021K1,0
Households,Listed shares,2021K2,0
Households,Listed shares,2021K3,0
Households,Listed shares,2021K4,0
Households,Listed shares,2022K1,0
Households,Listed shares,2022K2,0
Households,Listed shares,2022K3,0
Households,Listed shares,2022K4,0
Households,Listed shares,2023K1,0
Households,Listed shares,2023K2,0
Households,Listed shares,2023K3,0
Households,Listed shares,2023K4,0
Households,Listed shares,2024K1,0
Households,Listed shares,2024K2,0
Households,Listed shares,2024K3,0
Households,Listed shares,2024K4,0
Households,Listed shares,2025K1,0
Households,Listed shares,2025K2,0
Households,Listed shares,2025K3,0
Households,Listed shares,2025K4,0
Households,Listed shares,2026K1,0
Households,Unlisted shares,1996K1,0
Households,Unlisted shares,1996K2,0
Households,Unlisted shares,1996K3,0
Households,Unlisted shares,1996K4,0
Households,Unlisted shares,1997K1,0
Households,Unlisted shares,1997K2,0
Households,Unlisted shares,1997K3,0
Households,Unlisted shares,1997K4,0
Households,Unlisted shares,1998K1,0
Households,Unlisted shares,1998K2,0
Households,Unlisted shares,1998K3,0
Households,Unlisted shares,1998K4,0
Households,Unlisted shares,1999K1,0
Households,Unlisted shares,1999K2,0
Households,Unlisted shares,1999K3,0
Households,Unlisted shares,1999K4,0
Households,Unlisted shares,2000K1,0
Households,Unlisted shares,2000K2,0
