varaktighet,kvartal,"Fasta priser, referensår 2025, mnkr"
hushållens konsumtion i utlandet,1989K3,15503
hushållens konsumtion i utlandet,1989K4,12351
hushållens konsumtion i utlandet,1990K1,11704
hushållens konsumtion i utlandet,1990K2,14464
hushållens konsumtion i utlandet,1990K3,16515
hushållens konsumtion i utlandet,1990K4,10253
hushållens konsumtion i utlandet,1991K1,10938
hushållens konsumtion i utlandet,1991K2,12978
hushållens konsumtion i utlandet,1991K3,16029
hushållens konsumtion i utlandet,1991K4,12673
hushållens konsumtion i utlandet,1992K1,12069
hushållens konsumtion i utlandet,1992K2,14375
hushållens konsumtion i utlandet,1992K3,19264
hushållens konsumtion i utlandet,1992K4,9842
hushållens konsumtion i utlandet,1993K1,9431
hushållens konsumtion i utlandet,1993K2,10896
hushållens konsumtion i utlandet,1993K3,12403
hushållens konsumtion i utlandet,1993K4,9279
hushållens konsumtion i utlandet,1994K1,9147
hushållens konsumtion i utlandet,1994K2,11072
hushållens konsumtion i utlandet,1994K3,13044
hushållens konsumtion i utlandet,1994K4,9759
hushållens konsumtion i utlandet,1995K1,8870
hushållens konsumtion i utlandet,1995K2,10399
hushållens konsumtion i utlandet,1995K3,12244
hushållens konsumtion i utlandet,1995K4,10001
hushållens konsumtion i utlandet,1996K1,10127
hushållens konsumtion i utlandet,1996K2,12385
hushållens konsumtion i utlandet,1996K3,15004
hushållens konsumtion i utlandet,1996K4,12738
hushållens konsumtion i utlandet,1997K1,11996
hushållens konsumtion i utlandet,1997K2,14287
hushållens konsumtion i utlandet,1997K3,17106
hushållens konsumtion i utlandet,1997K4,14725
hushållens konsumtion i utlandet,1998K1,14696
hushållens konsumtion i utlandet,1998K2,16709
hushållens konsumtion i utlandet,1998K3,18447
hushållens konsumtion i utlandet,1998K4,15433
hushållens konsumtion i utlandet,1999K1,14992
hushållens konsumtion i utlandet,1999K2,16303
hushållens konsumtion i utlandet,1999K3,19120
hushållens konsumtion i utlandet,1999K4,16695
hushållens konsumtion i utlandet,2000K1,19200
hushållens konsumtion i utlandet,2000K2,21798
hushållens konsumtion i utlandet,2000K3,23443
hushållens konsumtion i utlandet,2000K4,19484
hushållens konsumtion i utlandet,2001K1,18276
hushållens konsumtion i utlandet,2001K2,18934
hushållens konsumtion i utlandet,2001K3,19689
hushållens konsumtion i utlandet,2001K4,15794
hushållens konsumtion i utlandet,2002K1,17315
hushållens konsumtion i utlandet,2002K2,18271
hushållens konsumtion i utlandet,2002K3,18984
hushållens konsumtion i utlandet,2002K4,16669
hushållens konsumtion i utlandet,2003K1,15129
hushållens konsumtion i utlandet,2003K2,16725
hushållens konsumtion i utlandet,2003K3,19463
hushållens konsumtion i utlandet,2003K4,17410
hushållens konsumtion i utlandet,2004K1,17828
hushållens konsumtion i utlandet,2004K2,19807
hushållens konsumtion i utlandet,2004K3,20389
hushållens konsumtion i utlandet,2004K4,19077
hushållens konsumtion i utlandet,2005K1,18024
hushållens konsumtion i utlandet,2005K2,20324
hushållens konsumtion i utlandet,2005K3,21489
hushållens konsumtion i utlandet,2005K4,19043
hushållens konsumtion i utlandet,2006K1,17233
hushållens konsumtion i utlandet,2006K2,19768
hushållens konsumtion i utlandet,2006K3,20609
hushållens konsumtion i utlandet,2006K4,19259
hushållens konsumtion i utlandet,2007K1,18982
hushållens konsumtion i utlandet,2007K2,21154
hushållens konsumtion i utlandet,2007K3,22288
hushållens konsumtion i utlandet,2007K4,20802
hushållens konsumtion i utlandet,2008K1,21242
hushållens konsumtion i utlandet,2008K2,21955
hushållens konsumtion i utlandet,2008K3,23202
hushållens konsumtion i utlandet,2008K4,17991
hushållens konsumtion i utlandet,2009K1,17079
hushållens konsumtion i utlandet,2009K2,18604
hushållens konsumtion i utlandet,2009K3,21244
hushållens konsumtion i utlandet,2009K4,18598
hushållens konsumtion i utlandet,2010K1,19999
hushållens konsumtion i utlandet,2010K2,22160
hushållens konsumtion i utlandet,2010K3,25192
hushållens konsumtion i utlandet,2010K4,21886
hushållens konsumtion i utlandet,2011K1,22733
hushållens konsumtion i utlandet,2011K2,25584
hushållens konsumtion i utlandet,2011K3,27324
hushållens konsumtion i utlandet,2011K4,22981
hushållens konsumtion i utlandet,2012K1,25666
hushållens konsumtion i utlandet,2012K2,26358
hushållens konsumtion i utlandet,2012K3,30115
hushållens konsumtion i utlandet,2012K4,25957
hushållens konsumtion i utlandet,2013K1,27469
hushållens konsumtion i utlandet,2013K2,29564
hushållens konsumtion i utlandet,2013K3,33434
hushållens konsumtion i utlandet,2013K4,28434
hushållens konsumtion i utlandet,2014K1,26329
hushållens konsumtion i utlandet,2014K2,28536
hushållens konsumtion i utlandet,2014K3,31265
hushållens konsumtion i utlandet,2014K4,26671
hushållens konsumtion i utlandet,2015K1,26948
hushållens konsumtion i utlandet,2015K2,29067
hushållens konsumtion i utlandet,2015K3,33919
hushållens konsumtion i utlandet,2015K4,29316
hushållens konsumtion i utlandet,2016K1,29706
hushållens konsumtion i utlandet,2016K2,29069
hushållens konsumtion i utlandet,2016K3,36461
hushållens konsumtion i utlandet,2016K4,29636
hushållens konsumtion i utlandet,2017K1,30103
hushållens konsumtion i utlandet,2017K2,32408
hushållens konsumtion i utlandet,2017K3,38164
hushållens konsumtion i utlandet,2017K4,30550
hushållens konsumtion i utlandet,2018K1,32748
hushållens konsumtion i utlandet,2018K2,32762
hushållens konsumtion i utlandet,2018K3,36812
hushållens konsumtion i utlandet,2018K4,31734
hushållens konsumtion i utlandet,2019K1,28573
hushållens konsumtion i utlandet,2019K2,31742
hushållens konsumtion i utlandet,2019K3,37372
hushållens konsumtion i utlandet,2019K4,30110
hushållens konsumtion i utlandet,2020K1,18396
hushållens konsumtion i utlandet,2020K2,8719
hushållens konsumtion i utlandet,2020K3,13621
hushållens konsumtion i utlandet,2020K4,13016
hushållens konsumtion i utlandet,2021K1,11775
hushållens konsumtion i utlandet,2021K2,15085
hushållens konsumtion i utlandet,2021K3,22516
hushållens konsumtion i utlandet,2021K4,21625
hushållens konsumtion i utlandet,2022K1,22740
hushållens konsumtion i utlandet,2022K2,29814
hushållens konsumtion i utlandet,2022K3,34028
hushållens konsumtion i utlandet,2022K4,27179
hushållens konsumtion i utlandet,2023K1,28015
hushållens konsumtion i utlandet,2023K2,29859
hushållens konsumtion i utlandet,2023K3,34823
hushållens konsumtion i utlandet,2023K4,26093
hushållens konsumtion i utlandet,2024K1,25199
hushållens konsumtion i utlandet,2024K2,30898
hushållens konsumtion i utlandet,2024K3,37674
hushållens konsumtion i utlandet,2024K4,28116
hushållens konsumtion i utlandet,2025K1,26576
hushållens konsumtion i utlandet,2025K2,32420
hushållens konsumtion i utlandet,2025K3,38984
hushållens konsumtion i utlandet,2025K4,30134
hushållens konsumtion i utlandet,2026K1,27732
hushållens konsumtion i utlandet,2026K2,32513
utländsk konsumtion i Sverige,1981K1,-1678
utländsk konsumtion i Sverige,1981K2,-2354
utländsk konsumtion i Sverige,1981K3,-3236
utländsk konsumtion i Sverige,1981K4,-2310
utländsk konsumtion i Sverige,1982K1,-2241
utländsk konsumtion i Sverige,1982K2,-3567
utländsk konsumtion i Sverige,1982K3,-5143
utländsk konsumtion i Sverige,1982K4,-4206
utländsk konsumtion i Sverige,1983K1,-2988
utländsk konsumtion i Sverige,1983K2,-4375
utländsk konsumtion i Sverige,1983K3,-6778
utländsk konsumtion i Sverige,1983K4,-3964
utländsk konsumtion i Sverige,1984K1,-3060
utländsk konsumtion i Sverige,1984K2,-4876
utländsk konsumtion i Sverige,1984K3,-6956
utländsk konsumtion i Sverige,1984K4,-3896
utländsk konsumtion i Sverige,1985K1,-3386
utländsk konsumtion i Sverige,1985K2,-5087
utländsk konsumtion i Sverige,1985K3,-7077
utländsk konsumtion i Sverige,1985K4,-4297
utländsk konsumtion i Sverige,1986K1,-3812
utländsk konsumtion i Sverige,1986K2,-5004
utländsk konsumtion i Sverige,1986K3,-7285
utländsk konsumtion i Sverige,1986K4,-4406
utländsk konsumtion i Sverige,1987K1,-3875
utländsk konsumtion i Sverige,1987K2,-5604
utländsk konsumtion i Sverige,1987K3,-7820
utländsk konsumtion i Sverige,1987K4,-5026
utländsk konsumtion i Sverige,1988K1,-4395
utländsk konsumtion i Sverige,1988K2,-5992
utländsk konsumtion i Sverige,1988K3,-8159
utländsk konsumtion i Sverige,1988K4,-4967
utländsk konsumtion i Sverige,1989K1,-4787
utländsk konsumtion i Sverige,1989K2,-6532
utländsk konsumtion i Sverige,1989K3,-8442
utländsk konsumtion i Sverige,1989K4,-5310
utländsk konsumtion i Sverige,1990K1,-4490
utländsk konsumtion i Sverige,1990K2,-6276
utländsk konsumtion i Sverige,1990K3,-8133
utländsk konsumtion i Sverige,1990K4,-5061
utländsk konsumtion i Sverige,1991K1,-4114
utländsk konsumtion i Sverige,1991K2,-5411
utländsk konsumtion i Sverige,1991K3,-7258
utländsk konsumtion i Sverige,1991K4,-4631
utländsk konsumtion i Sverige,1992K1,-4514
utländsk konsumtion i Sverige,1992K2,-5666
utländsk konsumtion i Sverige,1992K3,-7022
utländsk konsumtion i Sverige,1992K4,-5300
utländsk konsumtion i Sverige,1993K1,-5304
utländsk konsumtion i Sverige,1993K2,-7009
utländsk konsumtion i Sverige,1993K3,-9125
utländsk konsumtion i Sverige,1993K4,-5995
utländsk konsumtion i Sverige,1994K1,-5307
utländsk konsumtion i Sverige,1994K2,-7017
utländsk konsumtion i Sverige,1994K3,-9656
utländsk konsumtion i Sverige,1994K4,-6065
utländsk konsumtion i Sverige,1995K1,-5699
utländsk konsumtion i Sverige,1995K2,-8342
utländsk konsumtion i Sverige,1995K3,-10029
utländsk konsumtion i Sverige,1995K4,-6562
utländsk konsumtion i Sverige,1996K1,-5839
utländsk konsumtion i Sverige,1996K2,-7402
utländsk konsumtion i Sverige,1996K3,-9642
utländsk konsumtion i Sverige,1996K4,-6728
utländsk konsumtion i Sverige,1997K1,-6969
utländsk konsumtion i Sverige,1997K2,-8815
utländsk konsumtion i Sverige,1997K3,-10520
utländsk konsumtion i Sverige,1997K4,-8175
utländsk konsumtion i Sverige,1998K1,-7318
utländsk konsumtion i Sverige,1998K2,-9925
utländsk konsumtion i Sverige,1998K3,-13099
utländsk konsumtion i Sverige,1998K4,-9227
utländsk konsumtion i Sverige,1999K1,-7806
utländsk konsumtion i Sverige,1999K2,-10182
utländsk konsumtion i Sverige,1999K3,-13007
utländsk konsumtion i Sverige,1999K4,-9241
utländsk konsumtion i Sverige,2000K1,-8436
utländsk konsumtion i Sverige,2000K2,-11144
utländsk konsumtion i Sverige,2000K3,-13687
utländsk konsumtion i Sverige,2000K4,-10656
utländsk konsumtion i Sverige,2001K1,-9572
utländsk konsumtion i Sverige,2001K2,-12289
utländsk konsumtion i Sverige,2001K3,-16316
utländsk konsumtion i Sverige,2001K4,-12146
utländsk konsumtion i Sverige,2002K1,-9463
utländsk konsumtion i Sverige,2002K2,-12928
utländsk konsumtion i Sverige,2002K3,-17798
utländsk konsumtion i Sverige,2002K4,-15218
utländsk konsumtion i Sverige,2003K1,-11298
utländsk konsumtion i Sverige,2003K2,-14558
utländsk konsumtion i Sverige,2003K3,-18974
utländsk konsumtion i Sverige,2003K4,-14211
utländsk konsumtion i Sverige,2004K1,-12082
utländsk konsumtion i Sverige,2004K2,-16244
utländsk konsumtion i Sverige,2004K3,-20030
utländsk konsumtion i Sverige,2004K4,-15182
utländsk konsumtion i Sverige,2005K1,-14124
utländsk konsumtion i Sverige,2005K2,-19017
utländsk konsumtion i Sverige,2005K3,-24145
utländsk konsumtion i Sverige,2005K4,-17853
utländsk konsumtion i Sverige,2006K1,-16460
utländsk konsumtion i Sverige,2006K2,-21637
utländsk konsumtion i Sverige,2006K3,-25767
utländsk konsumtion i Sverige,2006K4,-20519
utländsk konsumtion i Sverige,2007K1,-20932
utländsk konsumtion i Sverige,2007K2,-25239
utländsk konsumtion i Sverige,2007K3,-25947
utländsk konsumtion i Sverige,2007K4,-18140
utländsk konsumtion i Sverige,2008K1,-20904
utländsk konsumtion i Sverige,2008K2,-22208
utländsk konsumtion i Sverige,2008K3,-27550
utländsk konsumtion i Sverige,2008K4,-19105
utländsk konsumtion i Sverige,2009K1,-18012
utländsk konsumtion i Sverige,2009K2,-20084
utländsk konsumtion i Sverige,2009K3,-24282
utländsk konsumtion i Sverige,2009K4,-17448
utländsk konsumtion i Sverige,2010K1,-15276
utländsk konsumtion i Sverige,2010K2,-19053
utländsk konsumtion i Sverige,2010K3,-25241
utländsk konsumtion i Sverige,2010K4,-16286
utländsk konsumtion i Sverige,2011K1,-15018
utländsk konsumtion i Sverige,2011K2,-19689
utländsk konsumtion i Sverige,2011K3,-26162
utländsk konsumtion i Sverige,2011K4,-18943
utländsk konsumtion i Sverige,2012K1,-17825
utländsk konsumtion i Sverige,2012K2,-22657
utländsk konsumtion i Sverige,2012K3,-27149
utländsk konsumtion i Sverige,2012K4,-19223
utländsk konsumtion i Sverige,2013K1,-18573
utländsk konsumtion i Sverige,2013K2,-22071
utländsk konsumtion i Sverige,2013K3,-27860
utländsk konsumtion i Sverige,2013K4,-20636
utländsk konsumtion i Sverige,2014K1,-17938
utländsk konsumtion i Sverige,2014K2,-23507
utländsk konsumtion i Sverige,2014K3,-29292
utländsk konsumtion i Sverige,2014K4,-20661
utländsk konsumtion i Sverige,2015K1,-19485
utländsk konsumtion i Sverige,2015K2,-24630
utländsk konsumtion i Sverige,2015K3,-31395
utländsk konsumtion i Sverige,2015K4,-23254
utländsk konsumtion i Sverige,2016K1,-22187
utländsk konsumtion i Sverige,2016K2,-25762
utländsk konsumtion i Sverige,2016K3,-32798
utländsk konsumtion i Sverige,2016K4,-26793
utländsk konsumtion i Sverige,2017K1,-21735
utländsk konsumtion i Sverige,2017K2,-28042
utländsk konsumtion i Sverige,2017K3,-33711
utländsk konsumtion i Sverige,2017K4,-26491
utländsk konsumtion i Sverige,2018K1,-24882
utländsk konsumtion i Sverige,2018K2,-30179
utländsk konsumtion i Sverige,2018K3,-37355
utländsk konsumtion i Sverige,2018K4,-29005
utländsk konsumtion i Sverige,2019K1,-23217
utländsk konsumtion i Sverige,2019K2,-29784
utländsk konsumtion i Sverige,2019K3,-36630
utländsk konsumtion i Sverige,2019K4,-30137
utländsk konsumtion i Sverige,2020K1,-16093
utländsk konsumtion i Sverige,2020K2,-12399
utländsk konsumtion i Sverige,2020K3,-14874
utländsk konsumtion i Sverige,2020K4,-14118
utländsk konsumtion i Sverige,2021K1,-11977
utländsk konsumtion i Sverige,2021K2,-14865
utländsk konsumtion i Sverige,2021K3,-22188
utländsk konsumtion i Sverige,2021K4,-21831
utländsk konsumtion i Sverige,2022K1,-22387
utländsk konsumtion i Sverige,2022K2,-27567
utländsk konsumtion i Sverige,2022K3,-32980
utländsk konsumtion i Sverige,2022K4,-27051
utländsk konsumtion i Sverige,2023K1,-21934
utländsk konsumtion i Sverige,2023K2,-29438
utländsk konsumtion i Sverige,2023K3,-39054
utländsk konsumtion i Sverige,2023K4,-26040
utländsk konsumtion i Sverige,2024K1,-23155
utländsk konsumtion i Sverige,2024K2,-29299
utländsk konsumtion i Sverige,2024K3,-38883
utländsk konsumtion i Sverige,2024K4,-28414
utländsk konsumtion i Sverige,2025K1,-23912
utländsk konsumtion i Sverige,2025K2,-31349
utländsk konsumtion i Sverige,2025K3,-41269
utländsk konsumtion i Sverige,2025K4,-29188
utländsk konsumtion i Sverige,2026K1,-26805
utländsk konsumtion i Sverige,2026K2,-33448
hushållens totala konsumtionsutgifter,1981K1,315034
hushållens totala konsumtionsutgifter,1981K2,322608
hushållens totala konsumtionsutgifter,1981K3,300539
hushållens totala konsumtionsutgifter,1981K4,337454
hushållens totala konsumtionsutgifter,1982K1,319408
hushållens totala konsumtionsutgifter,1982K2,325051
hushållens totala konsumtionsutgifter,1982K3,301930
hushållens totala konsumtionsutgifter,1982K4,342904
hushållens totala konsumtionsutgifter,1983K1,310414
hushållens totala konsumtionsutgifter,1983K2,314546
hushållens totala konsumtionsutgifter,1983K3,295751
hushållens totala konsumtionsutgifter,1983K4,334675
hushållens totala konsumtionsutgifter,1984K1,319507
hushållens totala konsumtionsutgifter,1984K2,322472
hushållens totala konsumtionsutgifter,1984K3,300059
hushållens totala konsumtionsutgifter,1984K4,336622
hushållens totala konsumtionsutgifter,1985K1,329193
hushållens totala konsumtionsutgifter,1985K2,333068
hushållens totala konsumtionsutgifter,1985K3,306965
hushållens totala konsumtionsutgifter,1985K4,344897
hushållens totala konsumtionsutgifter,1986K1,337612
hushållens totala konsumtionsutgifter,1986K2,348072
hushållens totala konsumtionsutgifter,1986K3,328502
hushållens totala konsumtionsutgifter,1986K4,367984
hushållens totala konsumtionsutgifter,1987K1,358371
hushållens totala konsumtionsutgifter,1987K2,373442
hushållens totala konsumtionsutgifter,1987K3,339833
hushållens totala konsumtionsutgifter,1987K4,385641
hushållens totala konsumtionsutgifter,1988K1,379683
hushållens totala konsumtionsutgifter,1988K2,379585
hushållens totala konsumtionsutgifter,1988K3,351899
hushållens totala konsumtionsutgifter,1988K4,390731
hushållens totala konsumtionsutgifter,1989K1,378497
hushållens totala konsumtionsutgifter,1989K2,386422
hushållens totala konsumtionsutgifter,1989K3,354197
hushållens totala konsumtionsutgifter,1989K4,397459
hushållens totala konsumtionsutgifter,1990K1,375576
hushållens totala konsumtionsutgifter,1990K2,384729
hushållens totala konsumtionsutgifter,1990K3,351102
hushållens totala konsumtionsutgifter,1990K4,380327
hushållens totala konsumtionsutgifter,1991K1,369844
hushållens totala konsumtionsutgifter,1991K2,381111
hushållens totala konsumtionsutgifter,1991K3,352709
hushållens totala konsumtionsutgifter,1991K4,388956
hushållens totala konsumtionsutgifter,1992K1,364056
hushållens totala konsumtionsutgifter,1992K2,375203
hushållens totala konsumtionsutgifter,1992K3,350255
hushållens totala konsumtionsutgifter,1992K4,377631
hushållens totala konsumtionsutgifter,1993K1,347620
hushållens totala konsumtionsutgifter,1993K2,364220
hushållens totala konsumtionsutgifter,1993K3,357554
hushållens totala konsumtionsutgifter,1993K4,394011
hushållens totala konsumtionsutgifter,1994K1,359837
hushållens totala konsumtionsutgifter,1994K2,369734
hushållens totala konsumtionsutgifter,1994K3,362974
hushållens totala konsumtionsutgifter,1994K4,398493
hushållens totala konsumtionsutgifter,1995K1,363008
hushållens totala konsumtionsutgifter,1995K2,376784
hushållens totala konsumtionsutgifter,1995K3,369307
hushållens totala konsumtionsutgifter,1995K4,401399
hushållens totala konsumtionsutgifter,1996K1,369690
hushållens totala konsumtionsutgifter,1996K2,384969
hushållens totala konsumtionsutgifter,1996K3,379704
hushållens totala konsumtionsutgifter,1996K4,410388
hushållens totala konsumtionsutgifter,1997K1,380147
hushållens totala konsumtionsutgifter,1997K2,403725
hushållens totala konsumtionsutgifter,1997K3,387230
hushållens totala konsumtionsutgifter,1997K4,424607
hushållens totala konsumtionsutgifter,1998K1,390848
hushållens totala konsumtionsutgifter,1998K2,414665
hushållens totala konsumtionsutgifter,1998K3,402438
hushållens totala konsumtionsutgifter,1998K4,442332
hushållens totala konsumtionsutgifter,1999K1,408501
hushållens totala konsumtionsutgifter,1999K2,430517
hushållens totala konsumtionsutgifter,1999K3,418422
hushållens totala konsumtionsutgifter,1999K4,470370
hushållens totala konsumtionsutgifter,2000K1,436539
hushållens totala konsumtionsutgifter,2000K2,459733
hushållens totala konsumtionsutgifter,2000K3,445135
hushållens totala konsumtionsutgifter,2000K4,481463
hushållens totala konsumtionsutgifter,2001K1,445640
hushållens totala konsumtionsutgifter,2001K2,462686
hushållens totala konsumtionsutgifter,2001K3,447965
hushållens totala konsumtionsutgifter,2001K4,480435
hushållens totala konsumtionsutgifter,2002K1,452324
hushållens totala konsumtionsutgifter,2002K2,473031
hushållens totala konsumtionsutgifter,2002K3,458064
hushållens totala konsumtionsutgifter,2002K4,493172
hushållens totala konsumtionsutgifter,2003K1,455085
hushållens totala konsumtionsutgifter,2003K2,476905
hushållens totala konsumtionsutgifter,2003K3,467610
hushållens totala konsumtionsutgifter,2003K4,504210
hushållens totala konsumtionsutgifter,2004K1,470944
hushållens totala konsumtionsutgifter,2004K2,490124
hushållens totala konsumtionsutgifter,2004K3,480433
hushållens totala konsumtionsutgifter,2004K4,518486
hushållens totala konsumtionsutgifter,2005K1,477066
hushållens totala konsumtionsutgifter,2005K2,507473
hushållens totala konsumtionsutgifter,2005K3,500800
hushållens totala konsumtionsutgifter,2005K4,535781
hushållens totala konsumtionsutgifter,2006K1,491946
hushållens totala konsumtionsutgifter,2006K2,523153
hushållens totala konsumtionsutgifter,2006K3,511198
hushållens totala konsumtionsutgifter,2006K4,553687
hushållens totala konsumtionsutgifter,2007K1,514186
hushållens totala konsumtionsutgifter,2007K2,545676
hushållens totala konsumtionsutgifter,2007K3,538704
hushållens totala konsumtionsutgifter,2007K4,576366
hushållens totala konsumtionsutgifter,2008K1,526967
hushållens totala konsumtionsutgifter,2008K2,558811
hushållens totala konsumtionsutgifter,2008K3,532116
hushållens totala konsumtionsutgifter,2008K4,555924
hushållens totala konsumtionsutgifter,2009K1,520639
hushållens totala konsumtionsutgifter,2009K2,561625
hushållens totala konsumtionsutgifter,2009K3,543378
hushållens totala konsumtionsutgifter,2009K4,573881
hushållens totala konsumtionsutgifter,2010K1,544914
hushållens totala konsumtionsutgifter,2010K2,582913
hushållens totala konsumtionsutgifter,2010K3,565506
hushållens totala konsumtionsutgifter,2010K4,596305
hushållens totala konsumtionsutgifter,2011K1,560561
hushållens totala konsumtionsutgifter,2011K2,600526
hushållens totala konsumtionsutgifter,2011K3,572516
hushållens totala konsumtionsutgifter,2011K4,602655
hushållens totala konsumtionsutgifter,2012K1,568782
hushållens totala konsumtionsutgifter,2012K2,602092
hushållens totala konsumtionsutgifter,2012K3,580234
hushållens totala konsumtionsutgifter,2012K4,612719
hushållens totala konsumtionsutgifter,2013K1,575511
hushållens totala konsumtionsutgifter,2013K2,614256
hushållens totala konsumtionsutgifter,2013K3,593884
hushållens totala konsumtionsutgifter,2013K4,627761
hushållens totala konsumtionsutgifter,2014K1,590074
hushållens totala konsumtionsutgifter,2014K2,633775
hushållens totala konsumtionsutgifter,2014K3,606960
hushållens totala konsumtionsutgifter,2014K4,648335
hushållens totala konsumtionsutgifter,2015K1,616058
hushållens totala konsumtionsutgifter,2015K2,659081
hushållens totala konsumtionsutgifter,2015K3,632810
hushållens totala konsumtionsutgifter,2015K4,675372
hushållens totala konsumtionsutgifter,2016K1,633400
hushållens totala konsumtionsutgifter,2016K2,673787
hushållens totala konsumtionsutgifter,2016K3,646130
hushållens totala konsumtionsutgifter,2016K4,688236
hushållens totala konsumtionsutgifter,2017K1,659082
hushållens totala konsumtionsutgifter,2017K2,687478
hushållens totala konsumtionsutgifter,2017K3,657650
hushållens totala konsumtionsutgifter,2017K4,700586
hushållens totala konsumtionsutgifter,2018K1,666348
hushållens totala konsumtionsutgifter,2018K2,708902
hushållens totala konsumtionsutgifter,2018K3,671349
hushållens totala konsumtionsutgifter,2018K4,711535
hushållens totala konsumtionsutgifter,2019K1,666413
hushållens totala konsumtionsutgifter,2019K2,708448
hushållens totala konsumtionsutgifter,2019K3,685508
hushållens totala konsumtionsutgifter,2019K4,719471
hushållens totala konsumtionsutgifter,2020K1,682765
hushållens totala konsumtionsutgifter,2020K2,653002
hushållens totala konsumtionsutgifter,2020K3,663940
hushållens totala konsumtionsutgifter,2020K4,694957
hushållens totala konsumtionsutgifter,2021K1,662342
hushållens totala konsumtionsutgifter,2021K2,718093
hushållens totala konsumtionsutgifter,2021K3,711749
hushållens totala konsumtionsutgifter,2021K4,756325
hushållens totala konsumtionsutgifter,2022K1,700807
hushållens totala konsumtionsutgifter,2022K2,762236
hushållens totala konsumtionsutgifter,2022K3,718139
hushållens totala konsumtionsutgifter,2022K4,749752
hushållens totala konsumtionsutgifter,2023K1,688107
hushållens totala konsumtionsutgifter,2023K2,737484
hushållens totala konsumtionsutgifter,2023K3,705817
hushållens totala konsumtionsutgifter,2023K4,747399
hushållens totala konsumtionsutgifter,2024K1,695998
hushållens totala konsumtionsutgifter,2024K2,745902
hushållens totala konsumtionsutgifter,2024K3,717980
hushållens totala konsumtionsutgifter,2024K4,756580
hushållens totala konsumtionsutgifter,2025K1,705537
hushållens totala konsumtionsutgifter,2025K2,758850
hushållens totala konsumtionsutgifter,2025K3,734377
hushållens totala konsumtionsutgifter,2025K4,773557
hushållens totala konsumtionsutgifter,2026K1,721771
hushållens totala konsumtionsutgifter,2026K2,782904
hushållens icke-vinstdrivande organisationer,1981K1,8449
hushållens icke-vinstdrivande organisationer,1981K2,7744
hushållens icke-vinstdrivande organisationer,1981K3,8547
hushållens icke-vinstdrivande organisationer,1981K4,8309
hushållens icke-vinstdrivande organisationer,1982K1,8911
hushållens icke-vinstdrivande organisationer,1982K2,8191
hushållens icke-vinstdrivande organisationer,1982K3,8986
hushållens icke-vinstdrivande organisationer,1982K4,8883
hushållens icke-vinstdrivande organisationer,1983K1,9055
hushållens icke-vinstdrivande organisationer,1983K2,8327
hushållens icke-vinstdrivande organisationer,1983K3,9171
hushållens icke-vinstdrivande organisationer,1983K4,8925
hushållens icke-vinstdrivande organisationer,1984K1,9266
hushållens icke-vinstdrivande organisationer,1984K2,8335
hushållens icke-vinstdrivande organisationer,1984K3,9170
hushållens icke-vinstdrivande organisationer,1984K4,8912
hushållens icke-vinstdrivande organisationer,1985K1,9218
hushållens icke-vinstdrivande organisationer,1985K2,8380
hushållens icke-vinstdrivande organisationer,1985K3,9274
hushållens icke-vinstdrivande organisationer,1985K4,8955
hushållens icke-vinstdrivande organisationer,1986K1,9954
hushållens icke-vinstdrivande organisationer,1986K2,9060
hushållens icke-vinstdrivande organisationer,1986K3,9954
hushållens icke-vinstdrivande organisationer,1986K4,9723
hushållens icke-vinstdrivande organisationer,1987K1,10480
hushållens icke-vinstdrivande organisationer,1987K2,9677
hushållens icke-vinstdrivande organisationer,1987K3,10562
hushållens icke-vinstdrivande organisationer,1987K4,10264
hushållens icke-vinstdrivande organisationer,1988K1,10913
hushållens icke-vinstdrivande organisationer,1988K2,10073
hushållens icke-vinstdrivande organisationer,1988K3,10970
hushållens icke-vinstdrivande organisationer,1988K4,10760
hushållens icke-vinstdrivande organisationer,1989K1,11282
hushållens icke-vinstdrivande organisationer,1989K2,10429
hushållens icke-vinstdrivande organisationer,1989K3,11405
hushållens icke-vinstdrivande organisationer,1989K4,11133
hushållens icke-vinstdrivande organisationer,1990K1,12744
hushållens icke-vinstdrivande organisationer,1990K2,11994
hushållens icke-vinstdrivande organisationer,1990K3,12909
hushållens icke-vinstdrivande organisationer,1990K4,12796
hushållens icke-vinstdrivande organisationer,1991K1,13507
hushållens icke-vinstdrivande organisationer,1991K2,12785
hushållens icke-vinstdrivande organisationer,1991K3,13690
hushållens icke-vinstdrivande organisationer,1991K4,13397
hushållens icke-vinstdrivande organisationer,1992K1,13604
hushållens icke-vinstdrivande organisationer,1992K2,12639
hushållens icke-vinstdrivande organisationer,1992K3,13495
hushållens icke-vinstdrivande organisationer,1992K4,13114
hushållens icke-vinstdrivande organisationer,1993K1,11339
hushållens icke-vinstdrivande organisationer,1993K2,15442
hushållens icke-vinstdrivande organisationer,1993K3,12030
hushållens icke-vinstdrivande organisationer,1993K4,14468
hushållens icke-vinstdrivande organisationer,1994K1,11037
hushållens icke-vinstdrivande organisationer,1994K2,15650
hushållens icke-vinstdrivande organisationer,1994K3,11646
hushållens icke-vinstdrivande organisationer,1994K4,13668
hushållens icke-vinstdrivande organisationer,1995K1,9565
hushållens icke-vinstdrivande organisationer,1995K2,16313
hushållens icke-vinstdrivande organisationer,1995K3,9792
hushållens icke-vinstdrivande organisationer,1995K4,11044
